feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19
1.0,0.0013065357,0.0,0.0030628103,0.00051376084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0013065357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0025449588,0.0013261335,0.0,0.00077120354,0.00077120354,0.0,0.00077120354,0.0,0.0,0.0,0.0,0.0,0.0010379977,0.0002568023,0.0
0.0030628103,0.0,0.0,1.0,0.8072971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049812505,0.014729784,0.00176589,0.002818028,0.005757652,0.0,0.0
0.00051376084,0.0,0.0,0.8072971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091949385,0.029887695,0.0,0.0,0.0052387994,0.0,0.0
0.0,0.0,0.0025449588,0.0,0.0,1.0,0.9420419,0.59134966,0.6847133,0.6847133,0.20321709,0.6847133,0.00031638672,0.0,0.0,0.0,0.0350018,0.021223862,0.002707913,0.0
0.0,0.0,0.0013261335,0.0,0.0,0.9420419,1.0,0.55533594,0.656004,0.656004,0.18824947,0.656004,0.00021527313,0.0,0.0,0.0,0.028017879,0.02648187,0.0014085624,0.0
0.0,0.0,0.0,0.0,0.0,0.59134966,0.55533594,1.0,0.49774757,0.49774757,0.26982617,0.49774757,0.0,0.0,0.0,0.0,0.020239135,0.2085107,0.0,0.0
0.0,0.0,0.00077120354,0.0,0.0,0.6847133,0.656004,0.49774757,1.0,1.0,0.831699,1.0,0.00015130974,0.0,0.0,0.0,0.011911796,0.035030264,0.00082611304,0.0
0.0,0.0,0.00077120354,0.0,0.0,0.6847133,0.656004,0.49774757,1.0,1.0,0.831699,1.0,0.00015130974,0.0,0.0,0.0,0.011911796,0.035030264,0.00082611304,0.0
0.0,0.0,0.0,0.0,0.0,0.20321709,0.18824947,0.26982617,0.831699,0.831699,1.0,0.831699,0.0,0.0,0.0,0.0,0.0022197205,0.035993505,0.0,0.0
0.0,0.0,0.00077120354,0.0,0.0,0.6847133,0.656004,0.49774757,1.0,1.0,0.831699,1.0,0.00015130974,0.0,0.0,0.0,0.011911796,0.035030264,0.00082611304,0.0
0.0,0.0,0.0,0.0,0.0,0.00031638672,0.00021527313,0.0,0.00015130974,0.00015130974,0.0,0.00015130974,1.0,0.0016580247,0.0,0.0,0.0014838624,0.0051245624,0.0,0.0
0.0,0.0,0.0,0.0049812505,0.0091949385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016580247,1.0,0.43502647,0.22788788,0.0,0.025716381,0.0,0.0
0.0,0.0,0.0,0.014729784,0.029887695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43502647,1.0,0.075095356,0.0,0.0004045747,0.0,0.0
0.0,0.0,0.0,0.00176589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22788788,0.075095356,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002818028,0.0,0.0350018,0.028017879,0.020239135,0.011911796,0.011911796,0.0022197205,0.011911796,0.0014838624,0.0,0.0,0.0,1.0,0.026575526,0.0,0.0
0.0,0.0,0.0010379977,0.005757652,0.0052387994,0.021223862,0.02648187,0.2085107,0.035030264,0.035030264,0.035993505,0.035030264,0.0051245624,0.025716381,0.0004045747,0.0,0.026575526,1.0,0.0,0.0
0.0,0.0,0.0002568023,0.0,0.0,0.002707913,0.0014085624,0.0,0.00082611304,0.00082611304,0.0,0.00082611304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
